kakao_id	title	album	artist	rating	musicID
815132437	¡Viva La Gloria!	Awesome As F**K	Green Day	31	-827702625
815132437	¡Viva la Gloria!	21st Century Breakdown	Green Day	255	760257196
815132437	? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)	Primary And The Messengers LP	프라이머리	941	-1636930193
815132437	¿Viva la Gloria? (Little Girl)	21st Century Breakdown	Green Day	453	404451287
815132437	(Can't Get My) Head Around You	Splinter	The Offspring	201	1817158273
815132437	(Get Off Your) High Horse Lady	Dig Out Your Soul	Oasis	910	-1755257646
815132437	(I Couldn`t Be) Your One	THE SOLUTIONS	솔루션스(THE SOLUTIONS)	622	-1307562792
815132437	(I Don`t Want You To) Let Me Down	Some Kind Of Youth	데드버튼즈(Dead Buttons)	4	1860338900
815132437	(There Is) No Greater Love	Frank	Amy Winehouse	363	-1608064576
815132437	[Drill Sergeant]	Drones	Muse	318	665543567
815132437	[JFK]	Drones	Muse	287	912024644
815132437	#4 (Original Ver.)	5월 16일	이박블루스	133	-1686281314
815132437	$Insa	쇼미더머니 5 Episode 1	Zion.T, 씨잼 (C Jamm), 레디 (Reddy), 서출구	886	-1869353934
815132437	100년 동안의 진심	가장 보통의 존재	언니네 이발관	269	-1093732144
815132437	12:00	Access Ok	THE KOXX	809	1095847999
815132437	16-22	Some Kind Of Youth	데드버튼즈(Dead Buttons)	749	-125598446
815132437	2 Years Apart	2 Years Apart	에디킴	189	1115792768
815132437	200%%	PLAY	악동뮤지션 (AKMU)	726	-1676448762
815132437	2002WorldCup	23	혁오 (HYUKOH)	100	-328158867
815132437	21 Guns	Awesome As F**K	Green Day	648	562635298
815132437	21 Guns	21st Century Breakdown	Green Day	901	-855976471
815132437	21st Century Breakdown	Awesome As F**K	Green Day	422	-492841919
815132437	21st Century Breakdown	21st Century Breakdown	Green Day	374	-325299478
815132437	3 Times And You Lose	The Boy With No Name	Travis	904	1692918265
815132437	320	Super Star	T.A-COPY	444	-57644920
815132437	361 타고 집에 간다	Infield Fly	달빛요정역전만루홈런	829	-312480779
815132437	3월의 마른 모래	선명	가을방학	775	1966811164
815132437	3차성징	The Boxer	T.A-COPY	394	273642320
815132437	3호선 매봉역 (Feat. Paloalto & Beenzino)	Primary And The Messengers LP	프라이머리	44	2012346962
815132437	3X4	가을방학	가을방학	255	1947763555
815132437	505	Favourite Worst Nightmare	Arctic Monkeys	6	1827193833
815132437	5월 16일 (Original Ver.)	5월 16일	이박블루스	859	1232497923
815132437	6월 이야기	ashes to ashes	자우림	802	-1187392223
815132437	704호	최고의 연애	전기뱀장어	39	-1215692903
815132437	8 Counts for Rita	The winter&coffee music volume	Jimmy Smith	386	1747629542
815132437	81	Out Of The Kitchen	보이즈 인 더 키친 (Boys In The Kitchen)	305	-2143119369
815132437	8th Avenue Serenade	¡Tre!	Green Day	772	265119044
815132437	99 Revolutions	¡Tre!	Green Day	262	1067304113
815132437	가끔 미치도록 네가 안고 싶어질 때가 있어	가을방학	가을방학	949	2001148791
815132437	가나다	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	822	-409613411
815132437	가을 겨울 봄 여름 (Album Ver.)	선명	가을방학	588	1082089890
815132437	가을밤	버스커버스커 2집	버스커 버스커	765	54096159
815132437	가을방학 (Album Ver.)	가을방학	가을방학	541	201691749
815132437	가장 보통의 존재	가장 보통의 존재	언니네 이발관	872	-581451904
815132437	가장 아름다운 노래	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	81	944904902
815132437	가죽자켓	23	혁오 (HYUKOH)	148	-275414655
815132437	가타부타	Diversity	소마(Soma)	705	1673906489
815132437	감염	Frame	국카스텐	845	-621104927
815132437	감정불구	Divided By Zero	3호선 버터플라이	910	-335101997
815132437	강아지	201	검정치마	354	-588530622
815132437	개구쟁이(산울림)	Noise on Fire(CD1)	Galaxy Express	201	-1599434998
815132437	거울	Guckkasten	국카스텐	524	663593182
815132437	거짓말	Be Full Of Spirit , Beautiful Violet	뷰렛(Biuret)	499	1878944457
815132437	거짓말 (Part.1)	거짓말 (Digital Single)	티아라 (T-ara)	825	-917189630
815132437	거친 참치들	최고의 연애	전기뱀장어	928	-151273012
815132437	걱정말아요 그대	들국화	들국화	711	1539989407
815132437	겨울나무	The Boxer	T.A-COPY	311	1449273309
815132437	결혼까지 생각했어	Realslow Is Back	휘성	939	-1597404852
815132437	고기반찬	Goodbye Aluminium	달빛요정역전만루홈런	840	-1508225306
815132437	고백	시소	뜨거운 감자	416	1366324545
815132437	고쳐주세요	Red Diary Page.1	볼빨간사춘기	744	995555206
815132437	고추잠자리	슈퍼스타 K4 Top 12 Part.2	딕펑스	807	-1953641156
815132437	골목길	1집 버스커 버스커	버스커 버스커	881	-1024878369
815132437	골목길 어귀에서	1집 버스커 버스커	버스커 버스커	692	-2018399095
815132437	곳에 따라 비	가을방학	가을방학	609	1766245767
815132437	공드리	22	혁오 (HYUKOH)	303	-633930491
815132437	공룡	Fluke	전기뱀장어	475	-807905571
815132437	괜찮아요	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	449	-1352671053
815132437	괴물	케세라세라	T.A-COPY	952	-1794299648
815132437	구걸	스코어링 포지션	달빛요정역전만루홈런	587	2072444461
815132437	구두쇠	사람의 마음	장기하와 얼굴들	204	-1357012568
815132437	굿바이 알루미늄 (Goodbye Aluminium)	Goodbye Aluminium	달빛요정역전만루홈런	828	-577882342
815132437	귀엽지만 때리고싶어	케세라세라	T.A-COPY	281	-1870449087
815132437	그 날처럼	GALAXY EXPRESS	Galaxy Express	876	1191940636
815132437	그 남자 그 여자의 사정 (Feat. Bobby Kim)	Enlightened	다이나믹 듀오(Dynamic Duo)	762	-1182132370
815132437	그 남자 왜	별일 없이 산다	장기하와 얼굴들	979	-414924406
815132437	그 때 그 노래	장기하와 얼굴들	장기하와 얼굴들	882	-1122347741
815132437	그것만이 내 세상	1집 행진	들국화	24	-950897799
815132437	그냥	케세라세라	T.A-COPY	110	1885778619
815132437	그녀의 모든 것	최고의 연애	전기뱀장어	160	-755873369
815132437	그대 입술이 (With 채지연 - 풋풋)	버스커버스커 2집	버스커 버스커	492	-1128747738
815132437	그대, 내 모든것	Infield Fly	달빛요정역전만루홈런	285	372342725
815132437	그대가 있기에	사랑가	전범선과 양반들	702	2030899259
815132437	그대는 그곳에	사랑가	전범선과 양반들	588	502513658
815132437	그대만 보여요	너희들은 포위됐다 OST Part.4	권진아	557	200430941
815132437	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 1집 마무리	버스커 버스커	460	-1056580227
815132437	그땐 미처 알지 못했지	Sonnet For You	이적	439	-1928119470
815132437	그래서 난 미쳤다 (Feat. 박정은, Dave Lopez For Flipsyde)	Enlightened	다이나믹 듀오(Dynamic Duo)	30	-2009324591
815132437	그러게 왜 그랬어	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	226	-1030538235
815132437	그렇고 그런 사이	장기하와 얼굴들	장기하와 얼굴들	876	-1679456352
815132437	그림에 떡 (Dynamic Sinsa Rangers)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	194	-1895301299
815132437	근황 (Album Ver.)	선명	가을방학	161	895503101
815132437	글로리 데이즈	케세라세라	T.A-COPY	666	-658247084
815132437	금요일에 만나요 (Feat. 장이정 Of HISTORY)	Modern Times - Epilogue	아이유	210	-1792004204
815132437	기다려주세요	버스커 버스커 1집 마무리	버스커 버스커	655	-23228544
815132437	기분 좋은 날	The Boxer	T.A-COPY	349	-1675857528
815132437	기사도	Don`t You Worry Baby (I`m Only Swimming)	검정치마	709	1416687377
815132437	기상시간은 정해져 있다	사람의 마음	장기하와 얼굴들	490	1284126280
815132437	기억 속 그 길	Diversity	소마(Soma)	229	-2089460521
815132437	기억 안 나	사람의 마음	장기하와 얼굴들	559	1133874065
815132437	기억속의 먼 그대에게	슈퍼스타K5 - 송희진	송희진	908	1090102424
815132437	길	Diversity	소마(Soma)	505	1836175873
815132437	길동전쟁	스코어링 포지션	달빛요정역전만루홈런	876	133384255
815132437	길동전쟁 2	Goodbye Aluminium	달빛요정역전만루홈런	764	-1329913958
815132437	깃털	Frame	국카스텐	538	1560320792
815132437	깊은 밤 전화번호부	장기하와 얼굴들	장기하와 얼굴들	220	1787886201
815132437	까치	사랑가	전범선과 양반들	10	-119584977
815132437	까탈레나 (Catallena)	The Third Single Catallena	오렌지 캬라멜	756	109366541
815132437	깽값 (Feat. 주헌)	표독	매드클라운	662	1820724833
815132437	꼬리	Guckkasten	국카스텐	867	-1719557482
815132437	꽃송이가	1집 버스커 버스커	버스커 버스커	579	674025426
815132437	꿈의 팝송	후일담	언니네 이발관	372	1839355016
815132437	끝 (Apoptosis)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	484	-1280289618
815132437	끝사랑	사랑가	전범선과 양반들	879	-451638407
815132437	나같네	산전수전 공중전	장미여관	142	955756971
815132437	나는	가장 보통의 존재	언니네 이발관	39	-662918752
815132437	나는 개	전투형 달빛요정 - Prototype A	달빛요정역전만루홈런	917	-1696888629
815132437	나는 뜨겁다	케세라세라	T.A-COPY	619	62807649
815132437	나는 매일 조금씩 단단해져	스코어링 포지션	달빛요정역전만루홈런	375	427133688
