kakao_id	title	album	artist	rating	musicID
815132437	¡Viva La Gloria!	Awesome As F**K	Green Day	2.9543278634472907	-827702625
815132437	¡Viva la Gloria!	21st Century Breakdown	Green Day	1.0437316617641264	760257196
815132437	? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)	Primary And The Messengers LP	프라이머리	3.242856656573524	-1636930193
815132437	¿Viva la Gloria? (Little Girl)	21st Century Breakdown	Green Day	1.7548913667916617	404451287
815132437	(Can't Get My) Head Around You	Splinter	The Offspring	3.451684296993172	1817158273
815132437	(Get Off Your) High Horse Lady	Dig Out Your Soul	Oasis	2.482318255363816	-1755257646
815132437	(I Couldn`t Be) Your One	THE SOLUTIONS	솔루션스(THE SOLUTIONS)	2.6726467756361054	-1307562792
815132437	(I Don`t Want You To) Let Me Down	Some Kind Of Youth	데드버튼즈(Dead Buttons)	1.8861709481636613	1860338900
815132437	(There Is) No Greater Love	Frank	Amy Winehouse	4.0898733391173545	-1608064576
815132437	[Drill Sergeant]	Drones	Muse	1.2064448067679303	665543567
815132437	[JFK]	Drones	Muse	2.702317656764844	912024644
815132437	#4 (Original Ver.)	5월 16일	이박블루스	2.8932539455573614	-1686281314
815132437	$Insa	쇼미더머니 5 Episode 1	Zion.T, 씨잼 (C Jamm), 레디 (Reddy), 서출구	1.0023704804336	-1869353934
815132437	100년 동안의 진심	가장 보통의 존재	언니네 이발관	1.4756672511182818	-1093732144
815132437	12:00	Access Ok	THE KOXX	3.9784186489303535	1095847999
815132437	16-22	Some Kind Of Youth	데드버튼즈(Dead Buttons)	4.624967884688449	-125598446
815132437	2 Years Apart	2 Years Apart	에디킴	3.3869275215469625	1115792768
815132437	200%%	PLAY	악동뮤지션 (AKMU)	4.788414117468782	-1676448762
815132437	2002WorldCup	23	혁오 (HYUKOH)	3.960472671598051	-328158867
815132437	21 Guns	Awesome As F**K	Green Day	4.4323547124638445	562635298
815132437	21 Guns	21st Century Breakdown	Green Day	1.0092061092206168	-855976471
815132437	21st Century Breakdown	Awesome As F**K	Green Day	2.9572070393435976	-492841919
815132437	21st Century Breakdown	21st Century Breakdown	Green Day	2.795910989212908	-325299478
815132437	3 Times And You Lose	The Boy With No Name	Travis	4.052641050748412	1692918265
815132437	320	Super Star	T.A-COPY	2.7291913464670947	-57644920
815132437	361 타고 집에 간다	Infield Fly	달빛요정역전만루홈런	4.806060894060575	-312480779
815132437	3월의 마른 모래	선명	가을방학	1.3190734280826848	1966811164
815132437	3차성징	The Boxer	T.A-COPY	3.058865947342241	273642320
815132437	3호선 매봉역 (Feat. Paloalto & Beenzino)	Primary And The Messengers LP	프라이머리	4.980482529132663	2012346962
815132437	3X4	가을방학	가을방학	1.2282382240131926	1947763555
815132437	505	Favourite Worst Nightmare	Arctic Monkeys	1.3383115490006432	1827193833
815132437	5월 16일 (Original Ver.)	5월 16일	이박블루스	3.226077031299404	1232497923
815132437	6월 이야기	ashes to ashes	자우림	3.7677112799890713	-1187392223
815132437	704호	최고의 연애	전기뱀장어	1.795216522968191	-1215692903
815132437	8 Counts for Rita	The winter&coffee music volume	Jimmy Smith	2.6595749315748622	1747629542
815132437	81	Out Of The Kitchen	보이즈 인 더 키친 (Boys In The Kitchen)	2.239674352698576	-2143119369
815132437	8th Avenue Serenade	¡Tre!	Green Day	4.0443266166583465	265119044
815132437	99 Revolutions	¡Tre!	Green Day	4.57886142026721	1067304113
815132437	가끔 미치도록 네가 안고 싶어질 때가 있어	가을방학	가을방학	1.3331778802921326	2001148791
815132437	가나다	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	2.532110265224728	-409613411
815132437	가을 겨울 봄 여름 (Album Ver.)	선명	가을방학	3.9508398365321353	1082089890
815132437	가을밤	버스커버스커 2집	버스커 버스커	3.372685320744549	54096159
815132437	가을방학 (Album Ver.)	가을방학	가을방학	2.952746687110642	201691749
815132437	가장 보통의 존재	가장 보통의 존재	언니네 이발관	3.1950158237938724	-581451904
815132437	가장 아름다운 노래	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	1.7542657861015978	944904902
815132437	가죽자켓	23	혁오 (HYUKOH)	1.5033806488600583	-275414655
815132437	가타부타	Diversity	소마(Soma)	1.406929313941192	1673906489
815132437	감염	Frame	국카스텐	1.4845774882809109	-621104927
815132437	감정불구	Divided By Zero	3호선 버터플라이	2.566022444551437	-335101997
815132437	강아지	201	검정치마	4.624424049022426	-588530622
815132437	개구쟁이(산울림)	Noise on Fire(CD1)	Galaxy Express	4.645018945503846	-1599434998
815132437	거울	Guckkasten	국카스텐	2.14405477532379	663593182
815132437	거짓말	Be Full Of Spirit , Beautiful Violet	뷰렛(Biuret)	2.6023773147031517	1878944457
815132437	거짓말 (Part.1)	거짓말 (Digital Single)	티아라 (T-ara)	4.5551757824208226	-917189630
815132437	거친 참치들	최고의 연애	전기뱀장어	1.6246506621169674	-151273012
815132437	걱정말아요 그대	들국화	들국화	2.764495251347712	1539989407
815132437	겨울나무	The Boxer	T.A-COPY	3.2387357714731477	1449273309
815132437	결혼까지 생각했어	Realslow Is Back	휘성	3.7097489792588094	-1597404852
815132437	고기반찬	Goodbye Aluminium	달빛요정역전만루홈런	4.9999339454021765	-1508225306
815132437	고백	시소	뜨거운 감자	3.0683432736638774	1366324545
815132437	고쳐주세요	Red Diary Page.1	볼빨간사춘기	1.2881360610082035	995555206
815132437	고추잠자리	슈퍼스타 K4 Top 12 Part.2	딕펑스	2.2234841654521733	-1953641156
815132437	골목길	1집 버스커 버스커	버스커 버스커	3.2755958450245264	-1024878369
815132437	골목길 어귀에서	1집 버스커 버스커	버스커 버스커	2.0080034876217807	-2018399095
815132437	곳에 따라 비	가을방학	가을방학	4.765358805142609	1766245767
815132437	공드리	22	혁오 (HYUKOH)	1.8803457754112336	-633930491
815132437	공룡	Fluke	전기뱀장어	2.3533360396337315	-807905571
815132437	괜찮아요	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	3.2026889064102715	-1352671053
815132437	괴물	케세라세라	T.A-COPY	3.8413310535032927	-1794299648
815132437	구걸	스코어링 포지션	달빛요정역전만루홈런	1.8194571778660158	2072444461
815132437	구두쇠	사람의 마음	장기하와 얼굴들	1.5450126470289731	-1357012568
815132437	굿바이 알루미늄 (Goodbye Aluminium)	Goodbye Aluminium	달빛요정역전만루홈런	3.217830823705256	-577882342
815132437	귀엽지만 때리고싶어	케세라세라	T.A-COPY	1.3606745092263397	-1870449087
815132437	그 날처럼	GALAXY EXPRESS	Galaxy Express	1.3953452409084308	1191940636
815132437	그 남자 그 여자의 사정 (Feat. Bobby Kim)	Enlightened	다이나믹 듀오(Dynamic Duo)	1.092743893880058	-1182132370
815132437	그 남자 왜	별일 없이 산다	장기하와 얼굴들	3.119684197434085	-414924406
815132437	그 때 그 노래	장기하와 얼굴들	장기하와 얼굴들	4.6448984024355715	-1122347741
815132437	그것만이 내 세상	1집 행진	들국화	4.294825689298103	-950897799
815132437	그냥	케세라세라	T.A-COPY	4.948794524895368	1885778619
815132437	그녀의 모든 것	최고의 연애	전기뱀장어	3.8622242614928974	-755873369
815132437	그대 입술이 (With 채지연 - 풋풋)	버스커버스커 2집	버스커 버스커	1.849227174941932	-1128747738
815132437	그대, 내 모든것	Infield Fly	달빛요정역전만루홈런	3.077503206904616	372342725
815132437	그대가 있기에	사랑가	전범선과 양반들	1.2317462390930705	2030899259
815132437	그대는 그곳에	사랑가	전범선과 양반들	4.5381507988938585	502513658
815132437	그대만 보여요	너희들은 포위됐다 OST Part.4	권진아	4.4497694186533066	200430941
815132437	그댈 마주하는건 힘들어 (그마힘)	버스커 버스커 1집 마무리	버스커 버스커	4.244313653216091	-1056580227
815132437	그땐 미처 알지 못했지	Sonnet For You	이적	2.831706551436433	-1928119470
815132437	그래서 난 미쳤다 (Feat. 박정은, Dave Lopez For Flipsyde)	Enlightened	다이나믹 듀오(Dynamic Duo)	4.764409197835981	-2009324591
815132437	그러게 왜 그랬어	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	2.404765150110587	-1030538235
815132437	그렇고 그런 사이	장기하와 얼굴들	장기하와 얼굴들	1.7259675237467866	-1679456352
815132437	그림에 떡 (Dynamic Sinsa Rangers)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	1.9337887202021533	-1895301299
815132437	근황 (Album Ver.)	선명	가을방학	1.4132575112355497	895503101
815132437	글로리 데이즈	케세라세라	T.A-COPY	2.0194344791701813	-658247084
815132437	금요일에 만나요 (Feat. 장이정 Of HISTORY)	Modern Times - Epilogue	아이유	3.9836883498880233	-1792004204
815132437	기다려주세요	버스커 버스커 1집 마무리	버스커 버스커	2.445482297197344	-23228544
815132437	기분 좋은 날	The Boxer	T.A-COPY	2.107346047121109	-1675857528
815132437	기사도	Don`t You Worry Baby (I`m Only Swimming)	검정치마	1.2396863448156379	1416687377
815132437	기상시간은 정해져 있다	사람의 마음	장기하와 얼굴들	1.3631577622399886	1284126280
815132437	기억 속 그 길	Diversity	소마(Soma)	4.158382817666225	-2089460521
815132437	기억 안 나	사람의 마음	장기하와 얼굴들	3.8368365982958186	1133874065
815132437	기억속의 먼 그대에게	슈퍼스타K5 - 송희진	송희진	1.0149824380958856	1090102424
815132437	길	Diversity	소마(Soma)	3.0452141717261627	1836175873
815132437	길동전쟁	스코어링 포지션	달빛요정역전만루홈런	1.7054215137390498	133384255
815132437	길동전쟁 2	Goodbye Aluminium	달빛요정역전만루홈런	1.130881076070541	-1329913958
815132437	깃털	Frame	국카스텐	2.284683582422065	1560320792
815132437	깊은 밤 전화번호부	장기하와 얼굴들	장기하와 얼굴들	4.326785389782476	1787886201
815132437	까치	사랑가	전범선과 양반들	2.9719841062412704	-119584977
815132437	까탈레나 (Catallena)	The Third Single Catallena	오렌지 캬라멜	3.259933130258027	109366541
815132437	깽값 (Feat. 주헌)	표독	매드클라운	2.624978137847965	1820724833
815132437	꼬리	Guckkasten	국카스텐	1.5243811344562619	-1719557482
815132437	꽃송이가	1집 버스커 버스커	버스커 버스커	3.693532953416347	674025426
815132437	꿈의 팝송	후일담	언니네 이발관	1.1357212725551586	1839355016
815132437	끝 (Apoptosis)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	4.80927742751285	-1280289618
815132437	끝사랑	사랑가	전범선과 양반들	1.1094464762994471	-451638407
815132437	나같네	산전수전 공중전	장미여관	1.6127902625812105	955756971
815132437	나는	가장 보통의 존재	언니네 이발관	4.72150934653299	-662918752
815132437	나는 개	전투형 달빛요정 - Prototype A	달빛요정역전만루홈런	2.6349960119629	-1696888629
815132437	나는 뜨겁다	케세라세라	T.A-COPY	1.109737907621739	62807649
815132437	나는 매일 조금씩 단단해져	스코어링 포지션	달빛요정역전만루홈런	1.4370679891869282	427133688
815132437	나랑 아니면	TEAM BABY	검정치마	4.667788288540331	993378448
815132437	나를 깨우네	Divided By Zero	3호선 버터플라이	1.7365240721015578	1795627516
815132437	나를 받아주오	별일 없이 산다	장기하와 얼굴들	1.522258149695833	314655979
815132437	나를 연애하게 하라	Goodbye Aluminium	달빛요정역전만루홈런	1.0315850303978915	-1099261850
815132437	나비가 앉은 자리	가을방학	가을방학	2.7510919672732204	1797332877
815132437	나쁜 꿈	홀로 있는 사람들	언니네 이발관	3.644506084099715	-1070251768
815132437	나쁜손 (Feat. 버벌진트) (Naughty Hands)	TOUCH & MOVE	씨스타	2.0420150877539562	144898662
815132437	나와	별일 없이 산다	장기하와 얼굴들	4.313289074067436	2040526054
815132437	나의 노래	Goodbye Aluminium	달빛요정역전만루홈런	1.6604594251981817	810474314
815132437	나의 사춘기에게	Red Diary Page.1	볼빨간사춘기	4.458207064546585	797346238
815132437	나침반	STRANGER	국카스텐(Guckkasten)	3.666838505248823	-1163018818
815132437	낙원 아파트	사랑가	전범선과 양반들	3.835707863526385	1964994484
815132437	낚시왕의 사랑	Fluke	전기뱀장어	1.3751027709451709	-1881476055
815132437	난 아니에요	TEAM BABY	검정치마	3.080793750954628	641968493
815132437	난 여기 이곳에 있겠지	Aluminium	브로큰 발렌타인(Broken Valentine)	3.4728077861536426	355617016
815132437	난어디로	Noise on Fire(CD1)	Galaxy Express	3.055673262742103	1226201232
815132437	날 내버려둬	4집 Walking On Empty	갤럭시 익스프레스(Galaxy Express)	3.7344775625972986	-347106626
815132437	날 도와줘요	Shut up and dance	로큰롤라디오(Rock `N` Roll Radio)	2.2056427297892194	1793242297
815132437	날 보고 뭐라 그런 것도 아닌데	장기하와 얼굴들	장기하와 얼굴들	2.874380236304273	1048576176
815132437	날개뼈 (Hot Wings) (Feat. 효린 of Sistar)	LUCKYNUMBERS	다이나믹 듀오 (Dynamic Duo)	3.32354482074035	-1188816994
815132437	날씨	Don`t You Worry Baby (I`m Only Swimming)	검정치마	1.1339816884939933	-1002410799
815132437	남극	이상기후	쏜애플(Thornapple)	4.105065586800421	1690736882
815132437	남반구	Colorful Express	페퍼톤스	4.327835653559038	891637638
815132437	남자로서 (Great Expectation)	Dynamic Duo 6th Digilog 1/2	다이나믹 듀오(Dynamic Duo)	4.3143397509380375	-79148920
815132437	낯선 열대	이상기후	쏜애플(Thornapple)	1.2365430020125148	-974270116
815132437	내 곁에 있어줘	Divided By Zero	3호선 버터플라이	4.761125089961091	1004288981
815132437	내 고향 서울엔	TEAM BABY	검정치마	1.7061884578427566	-1052845168
815132437	내 사람	사람의 마음	장기하와 얼굴들	2.9179581285834915	912028408
815132437	내 사랑에 노련한 사람이 어딨나요	내 사랑에 노련한 사람이 어딨나요	장기하와 얼굴들	1.1723854650331498	-1888995230
815132437	내 얘길 들어봐 (A-ing) (Feat. 스컬&하하)	내 얘길 들어봐	오마이걸 (OH MY GIRL)	1.9914962697868692	181636682
815132437	내 이름을 불러주세요	사람의 마음	장기하와 얼굴들	3.4682471482319923	1355127112
815132437	내가 뉴스를 보는 이유	Goodbye Aluminium	달빛요정역전만루홈런	4.532472449191209	-479170874
815132437	내가 웃는게 아니야	Music	리쌍	487.0	-104472858
815132437	내사랑 173	케세라세라	T.A-COPY	3.9616068036010175	-695382526
815132437	낸들 어쩌겠어요	Shut up and dance	로큰롤라디오(Rock `N` Roll Radio)	1.2640329331738678	-1783069635
815132437	냉탕에 상어 (Feat. 블랙넛)	냉탕에 상어	슈퍼비 (Superbee)	2.255233476201617	837606365
815132437	너 그러다 장가 못간다	산전수전 공중전	장미여관	2.2837322019632014	500201062
815132437	너 그리고 나 (Navillera)	여자친구 The 1st Album 'LOL'	여자친구(GFRIEND)	1.8375749620148327	1663528922
815132437	너 사용법	너 사용법	에디킴(김정환)	1.763301088199662	735380480
815132437	너는 악마가 되어가고 있는가?	가장 보통의 존재	언니네 이발관	1.6423232190004555	-2140474012
815132437	너와 나	GALAXY EXPRESS	Galaxy Express	2.7241955956760058	-1674737936
815132437	너의 노래	스코어링 포지션	달빛요정역전만루홈런	2.322741596825963	-220520047
815132437	너의 몸을 흔들어 너의 마음을 움직여	홀로 있는 사람들	언니네 이발관	4.263439754283033	742220729
815132437	너의 무리	난 자꾸 말을 더듬고 잠드는 법도 잊었네	쏜애플(Thornapple)	3.5076702212220465	1630265397
815132437	너의 비밀의 화원	후일담	언니네 이발관	4.612215731083374	-1596255508
815132437	너의 이빨	최고의 연애	전기뱀장어	2.433875551295713	640702848
815132437	너의 작은 별	Noise on Fire(CD2)	Galaxy Express	3.027550128394147	1258730258
815132437	넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt)	Give It To Me	씨스타	4.658919825378629	-382469281
815132437	넌 is 뭔들	Melting	마마무	1.1434618662311702	1784211376
815132437	넌또 그렇게	Noise on Fire(CD2)	Galaxy Express	2.1114134362833528	-1322192944
815132437	널 사랑하지 않아	스틸	어반자카파	1.3230478988841194	411124273
815132437	널 향해 달리기	Fluke	전기뱀장어	4.5179382701168205	-1938412678
815132437	네온사인	버스커 버스커 1집 마무리	버스커 버스커	2.7154167077882865	2062033384
815132437	노래가 늘었어	노래가 늘었어	에일리	2.249604105222593	607153024
815132437	누구나 아는 비밀 (With 아이유)	홀로 있는 사람들	언니네 이발관	4.909136465720949	1190409157
815132437	눈동자	Shut up and dance	로큰롤라디오(Rock `N` Roll Radio)	1.1948763973110537	562766002
815132437	느리게 걷자	별일 없이 산다	장기하와 얼굴들	2.323328749247446	-809779097
815132437	니가 알던 내가 아냐 (Prod. By GRAY)	쇼미더머니 5 Episode 1	사이먼 도미닉, 원, 지투( G2), Bewhy (비와이)	1.6906336894600131	1328447527
815132437	님아	Goodbye, grief.	자우림	3.4644466130608462	-1067610744
815132437	다시	4집 Walking On Empty	갤럭시 익스프레스(Galaxy Express)	2.7479262817956793	-818049826
815132437	다시 쓰는 이력서	Enlightened	다이나믹 듀오(Dynamic Duo)	4.357524733336733	1815571422
815132437	다음곡은 뭐죠?	후일담	언니네 이발관	4.66745586612566	-617534330
815132437	다이나믹듀오-죽일놈	Music	<unknown>	911.0	485001876
815132437	단발머리 (Short Hair)	단발머리	AOA	4.486576137923222	656434715
815132437	달려간다	Goodbye Aluminium	달빛요정역전만루홈런	3.6480211869463246	172502450
815132437	달빛요정역전만루홈런	Infield Fly	달빛요정역전만루홈런	3.0680602814851707	-545829379
815132437	달이 차오른다, 가자	별일 없이 산다	장기하와 얼굴들	2.5676513959471707	-254091326
815132437	당신의 입장	오빠는 잘 있단다	장미여관	2.1598048330241766	-531368955
815132437	더운 피	선명	가을방학	3.957211367031548	-164909727
815132437	더이상 내게	1집 행진	들국화	2.56862134703092	-321463452
815132437	도롱뇽	난 자꾸 말을 더듬고 잠드는 법도 잊었네	쏜애플(Thornapple)	1.0349459321147312	1629432029
815132437	도토리	Goodbye Aluminium	달빛요정역전만루홈런	3.941493696983838	-1614667270
815132437	독재자 (Feat. Sixpoint)	Enlightened	다이나믹 듀오(Dynamic Duo)	2.173932838902421	-1675272529
815132437	돈	케세라세라	T.A-COPY	1.864453351464889	-2006994496
815132437	돈이다가 아니야 (Get Money) (Feat. 강산애)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	1.6282619716263271	-83453795
815132437	동거	가을방학	가을방학	3.0203521371438717	-1259652917
815132437	동경소녀	슈퍼스타K3 TOP 11 Part.1	버스커 버스커 (Busker Busker)	3.0661038266617853	812137691
815132437	동그라미	사랑가	전범선과 양반들	2.2816675635684955	573104352
815132437	동전한닢	Enlightened	다이나믹 듀오(Dynamic Duo)	4.873580425820673	-1330859964
815132437	될 대로 되라고 해 (느낌 So Good)	GAEKO ATTIC`s 1st PIECE	개코	1.5412010593457681	659845669
815132437	두꺼비집 (One More Drink) (Feat. 0cd)	Band Of Dynamic Brothers	다이나믹 듀오(Dynamic Duo)	3.6667737630287833	-967111497
815132437	따스해진다	사랑가	전범선과 양반들	2.2059834853915152	-1191188965
815132437	또 다른 세계로	GALAXY EXPRESS	Galaxy Express	2.728387908412305	237115284
815132437	또 다른 하루	Noise on Fire(CD2)	Galaxy Express	3.7699026671094567	-98249125
815132437	뜨래요 (Feat. 앙리 Of 3B)	뜨래요	배치기	1.1156070813787091	-1304258858
815132437	레시피	레시피	브라운아이드걸스	4.758031403100295	654219008
815132437	마냥 걷는다	장기하와 얼굴들	장기하와 얼굴들	2.537644715077263	1310482019
815132437	마쉬멜로우	IU...IM	아이유	2.9498559241514437	1594248154
815132437	마음이란	홀로 있는 사람들	언니네 이발관	3.077978240458801	-1387521308
815132437	마지막 승부	Fluke	전기뱀장어	3.1332079749287116	1753668371
815132437	막걸리나	슈퍼스타k3 T11 LIVE	버스커 버스커 (Busker Busker)	1.9768140577075977	1389742245
815132437	만나지 않기로 해	스코어링 포지션	달빛요정역전만루홈런	2.7751588757196006	-135975361
815132437	말하러 가는 길	별일 없이 산다	장기하와 얼굴들	1.9954542581564596	-1759130842
815132437	말해볼까	Diversity	소마(Soma)	4.919960912222548	-858532283
815132437	매미는 비가 와도 운다	난 자꾸 말을 더듬고 잠드는 법도 잊었네	쏜애플(Thornapple)	2.1630123853661023	917498357
815132437	매일 그대와 (응답하라 1988 삽입곡)	1집 행진	들국화	4.774016165481323	1411871219
815132437	멀어 (Feat. Beenzino)	Primary And The Messengers Part 2	프라이머리	4.289879469644204	-561052510
815132437	멋지게 끝내자	스코어링 포지션	달빛요정역전만루홈런	2.6443520552777167	855023313
815132437	멱살 한번 잡히십시다	별일 없이 산다	장기하와 얼굴들	2.7519039704053205	1159856053
815132437	모든걸 다 가질순 없어	Goodbye Aluminium	달빛요정역전만루홈런	3.5801510494189026	-2004663820
815132437	모질게 말하지 말라며	장기하와 얼굴들	장기하와 얼굴들	2.456916630822996	-790273785
815132437	무릎	CHAT-SHIRE	아이유(IU)	1.585390773622403	-543699092
815132437	무명택시	후일담	언니네 이발관	2.357595087177333	259702668
815132437	무임승차	Don`t You Worry Baby (I`m Only Swimming)	검정치마	3.3479280922506547	1474216104
815132437	無題 (noname part 2.) (Feat. 허균 of Hash)	Project. Nabla	브로큰 발렌타인 (Broken Valentine)	1.9144883796098493	370681158
815132437	무지개	Goodbye, grief.	자우림	4.292764313412226	1941698020
815132437	물 좀 주소-한대수	Noise on Fire(CD2)	Galaxy Express	2.754079887929976	-1312478774
815132437	물가의 라이온	이상기후	쏜애플(Thornapple)	3.2529595894265344	1179563077
815132437	뭘 그렇게 놀래	장기하와 얼굴들	장기하와 얼굴들	2.210258418938262	576574946
815132437	미늘	Frame	국카스텐	2.954887450930201	845203373
815132437	미로	Fluke	전기뱀장어	2.9767836833020134	151997701
815132437	미로	THE SOLUTIONS	솔루션스(THE SOLUTIONS)	2.78719432398706	1785106439
815132437	미로	Guckkasten	국카스텐	1.6142793496809569	-1566097158
815132437	미친년	케세라세라	T.A-COPY	4.1918457068197625	-1580943320
815132437	미친놈 (Feat. 제시)	쇼미더머니 5 Episode 4	샵건	1.0866452113485114	28655155
